   2.6659144e-01   9.2147823e-02   0.0000000e+00   7.5080155e-02   6.2683908e-01   1.1649535e+00   3.9433003e-01
   3.9433003e-01   2.6659144e-01   9.2147823e-02   3.5160690e-01   7.5080155e-02   6.2683908e-01   4.6627015e-01
   4.6627015e-01   3.9433003e-01   2.6659144e-01  -6.9651254e-01   3.5160690e-01   7.5080155e-02   4.3296493e-01
   4.3296493e-01   4.6627015e-01   3.9433003e-01   1.6961425e+00  -6.9651254e-01   3.5160690e-01   4.5821312e-01
   4.5821312e-01   4.3296493e-01   4.6627015e-01   5.9059778e-02   1.6961425e+00  -6.9651254e-01   5.4710691e-01
   5.4710691e-01   4.5821312e-01   4.3296493e-01   1.7970718e+00   5.9059778e-02   1.6961425e+00   6.9391566e-01
   6.9391566e-01   5.4710691e-01   4.5821312e-01   2.6406853e-01   1.7970718e+00   5.9059778e-02   8.5658439e-01
   8.5658439e-01   6.9391566e-01   5.4710691e-01   8.7167329e-01   2.6406853e-01   1.7970718e+00   9.5855156e-01
   9.5855156e-01   8.5658439e-01   6.9391566e-01  -1.4461715e+00   8.7167329e-01   2.6406853e-01   8.7109372e-01
   8.7109372e-01   9.5855156e-01   8.5658439e-01  -7.0116535e-01  -1.4461715e+00   8.7167329e-01   5.8112882e-01
   5.8112882e-01   8.7109372e-01   9.5855156e-01   1.2459821e+00  -7.0116535e-01  -1.4461715e+00   4.0042713e-01
   4.0042713e-01   5.8112882e-01   8.7109372e-01  -6.3897700e-01   1.2459821e+00  -7.0116535e-01   2.8475985e-01
   2.8475985e-01   4.0042713e-01   5.8112882e-01   5.7735022e-01  -6.3897700e-01   1.2459821e+00   1.8990085e-01
   1.8990085e-01   2.8475985e-01   4.0042713e-01  -3.6002963e-01   5.7735022e-01  -6.3897700e-01   1.2411365e-01
   1.2411365e-01   1.8990085e-01   2.8475985e-01  -1.3557629e-01  -3.6002963e-01   5.7735022e-01   3.7396069e-02
   3.7396069e-02   1.2411365e-01   1.8990085e-01  -1.3493385e+00  -1.3557629e-01  -3.6002963e-01  -1.3458042e-01
  -1.3458042e-01   3.7396069e-02   1.2411365e-01  -1.2704499e+00  -1.3493385e+00  -1.3557629e-01  -4.1650534e-01
  -4.1650534e-01  -1.3458042e-01   3.7396069e-02   9.8457027e-01  -1.2704499e+00  -1.3493385e+00  -5.5404279e-01
  -5.5404279e-01  -4.1650534e-01  -1.3458042e-01  -4.4880614e-02   9.8457027e-01  -1.2704499e+00  -5.2119623e-01
  -5.2119623e-01  -5.5404279e-01  -4.1650534e-01  -7.9894452e-01  -4.4880614e-02   9.8457027e-01  -5.1673574e-01
  -5.1673574e-01  -5.2119623e-01  -5.5404279e-01  -7.6517243e-01  -7.9894452e-01  -4.4880614e-02  -5.7772288e-01
  -5.7772288e-01  -5.1673574e-01  -5.2119623e-01   8.6173490e-01  -7.6517243e-01  -7.9894452e-01  -5.4153882e-01
  -5.4153882e-01  -5.7772288e-01  -5.1673574e-01  -5.6225124e-02   8.6173490e-01  -7.6517243e-01  -4.1371711e-01
  -4.1371711e-01  -5.4153882e-01  -5.7772288e-01   5.1347817e-01  -5.6225124e-02   8.6173490e-01  -2.5911127e-01
  -2.5911127e-01  -4.1371711e-01  -5.4153882e-01   3.9668087e-01   5.1347817e-01  -5.6225124e-02  -7.4438780e-02
  -7.4438780e-02  -2.5911127e-01  -4.1371711e-01   7.5621897e-01   3.9668087e-01   5.1347817e-01   1.3112159e-01
   1.3112159e-01  -7.4438780e-02  -2.5911127e-01   4.0048602e-01   7.5621897e-01   3.9668087e-01   3.2526383e-01
   3.2526383e-01   1.3112159e-01  -7.4438780e-02  -1.3413807e+00   4.0048602e-01   7.5621897e-01   3.3201355e-01
   3.3201355e-01   3.2526383e-01   1.3112159e-01   3.7504102e-01  -1.3413807e+00   4.0048602e-01   2.4369234e-01
   2.4369234e-01   3.3201355e-01   3.2526383e-01   1.1251618e+00   3.7504102e-01  -1.3413807e+00   2.8048170e-01
   2.8048170e-01   2.4369234e-01   3.3201355e-01   7.2864159e-01   1.1251618e+00   3.7504102e-01   4.0840923e-01
   4.0840923e-01   2.8048170e-01   2.4369234e-01  -2.3774543e+00   7.2864159e-01   1.1251618e+00   3.0695447e-01
